Station Name,Street Address,City,State,ZIP,Expected Date,Groups With Access Code,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Open Date
LADWP - Central District,1324 S Wall St,Los Angeles,CA,90015,,Private - Government only,,6,,200-8,34.033898,-118.256673,2016-10-04,33178,2018-01-09 06:43:11 UTC,1999-10-15
LADWP - Lincoln Heights District,3101 Artesian St,Los Angeles,CA,90031,,Private - Government only,,20,1,200-8,34.081998,-118.21713,2016-10-04,33179,2018-01-09 06:42:48 UTC,1999-10-15
LADWP - Receiving Station C,900 E Lomita Blvd,Wilmington,CA,90744,,Private - Government only,,,,200-8,33.799476,-118.257977,2016-10-04,33180,2018-01-09 06:48:51 UTC,1999-10-15
LADWP - Valley Center Admin Lot,14401 Saticoy St,Van Nuys,CA,91405,,Private - Government only,,34,4,200-8,34.208708,-118.444358,2016-10-04,33182,2018-01-09 06:43:11 UTC,1999-10-15
LADWP - Valley Generating Station,11801 Sheldon St,Sun Valley,CA,91352,,Private - Government only,,3,,200-8,34.241928,-118.390147,2016-10-04,33183,2018-01-09 06:43:10 UTC,1999-10-15
City of Lacey - City Hall Parking,420 College St, next to police station",Lacey,WA,T,,,4,,,200-9,47.044015,-122.823144,2017-06-02,33351,
Lacey Timberland Library,500 College St SE, located in front of building",Lacey,WA,E,,,1,,,200-9,47.043861,-122.823146,2017-06-02,33352,
Aurora Transportation Center,233 N Broadway,Aurora,IL,60505,,Public,,2,,200-9,41.760106,-88.310105,2018-01-04,33356,2018-02-06 21:00:03 UTC,2006-11-02
City of Lake Oswego,209 A Ave,Lake Oswego,OR,97034,,Public,4,,,200-9,45.419606,-122.665754,2017-06-02,33377,2018-02-06 21:00:03 UTC,2008-08-01
Oregon Museum of Science and Industry (OMSI) - South Parking Lot,1945 SE Water Ave,Portland,OR,97214,,Public,2,1,,200-9,45.508566,-122.665005,2017-06-02,33378,2018-02-06 21:00:03 UTC,2008-10-15
Portland General Electric,4245 Kale St NE, in PGE parking lot",Salem,OR,E,,,1,1,,200-8,44.99715,-122.97447,2017-08-02,33465,
Paso Robles RV Ranch & Campground,398 Exline Rd,Paso Robles,CA,93446,,Public,1,,,GPS,35.682304,-120.702174,2017-05-04,33541,2018-02-06 21:00:03 UTC,2012-06-30
Meadow Park - Donner Historical Society,10115 Donner Trail Rd,Truckee,CA,96161,,Public - Credit card at all times,,1,,GPS,39.32732,-120.215,2017-12-05,33543,2018-02-06 21:00:03 UTC,2008-11-15
City of Ukiah - Public Parking Lot,N Oak St & W Standley St,Ukiah,CA,95482,,Public,,1,,GPS,39.15,-123.2091,2017-07-06,33544,2018-02-06 21:00:03 UTC,2008-11-30
Nut Tree Village,1651 E Monte Vista Ave,Vacaville,CA,95688,,Public,1,1,,200-9,38.368522,-121.96102,2017-05-04,33545,2018-02-06 21:00:03 UTC,2008-12-15
Placer County Community Development Resource Center,3091 County Center Dr,Auburn,CA,95603,,Public,,1,,GPS,38.9412492,-121.1054805,2017-06-02,33550,2018-02-06 21:00:03 UTC,2008-11-30
4th and G Plaza Public Parking Garage,4th St & G St,Davis,CA,95616,,Public,3,2,,GPS,38.54643,-121.7388,2017-05-04,33555,2018-02-06 21:00:03 UTC,2008-12-01
Davis Amtrak Station,840 2nd St,Davis,CA,95616,,Public,,2,,GPS,38.5443,-121.738,2017-06-02,33556,2018-02-06 21:00:03 UTC,2008-12-01
UC Davis Parking Garage,6 Howard Way,Davis,CA,95616,,Public,2,2,,200-8,38.543997,-121.75014,2017-08-02,33557,2018-02-06 21:00:03 UTC,2008-12-01
University Covenant Church,315 Mace Blvd,Davis,CA,95618,,Public,,1,,GPS,38.55755,-121.6947,2017-10-03,33558,2018-02-06 21:00:03 UTC,2008-12-01
Wildhorse Golf Club,2323 Rockwell Dr,Davis,CA,95618,,Public,,2,,200-9,38.568735,-121.720834,2017-08-02,33559,2018-02-06 21:00:03 UTC,1998-06-15
Ciudad del Rey Motel & Trailer Park,50557 Wild Horse Rd,King City,CA,93930,,Public - Call ahead,,,,GPS,36.188975,-121.075858,2017-06-02,33563,2018-02-06 21:00:03 UTC,2008-11-30
Lakewood Center Mall,4500 Silva St,Lakewood,CA,90712,,Public,,2,,GPS,33.84788,-118.13889,2017-09-06,33564,2018-02-06 21:00:03 UTC,2012-10-25
Napa Premium Outlets,629 Factory Stores Drive,Napa,CA,94558,,Public - Card key at all times,,2,,GPS,38.295981,-122.303226,2018-01-04,33568,2018-01-04 21:29:08 UTC,
City of Santa Monica - Virginia Avenue Park,2200 Virginia Ave,Santa Monica,CA,90404,,Public,,2,,200-8,34.022043,-118.468763,2017-05-04,33679,2018-02-06 21:00:03 UTC,2013-01-01
Golden Gate Ferry Terminal,101 E Sir Francis Drake Blvd,Larkspur,CA,94939,,Public,,1,,GPS,37.94495,-122.5096,2017-09-06,33690,2018-02-06 21:00:03 UTC,2008-12-31
Oakland Airport - Daily B Lot,1 Airport Dr,Oakland,CA,94621,,Public,,2,,GPS,37.7136,-122.2087,2017-08-02,33695,2018-02-06 21:00:03 UTC,2008-12-31
CCSF SFMTA,733 Kearny St
San Francisco,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,33700,2018-01-09 05:29:13 UTC,,,,
City of Santa Monica - Montana Avenue,1101 Montana Ave,Santa Monica,CA,90403,,Public,,2,,200-9,34.030095,-118.497771,2017-05-04,33706,2018-02-06 21:00:03 UTC,2008-12-31
Seattle-Tacoma International Airport,17801 Pacific Hwy S,Seattle,WA,98188,,Public,48,,,200-8,47.443377,-122.296229,2017-07-06,33717,2018-02-06 21:00:03 UTC,2010-03-01
SAN JOSE,200 E Santa Clara St
CITY HALL 4K01; Basement Parking Garage 
CITY HALL 10; North wall basement 
CITY HALL 1; Enter City Hall garage from 6th street. Chargers located on west side of garage near elevators for rotunda
San Jose,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,33718,2018-01-09 07:00:08 UTC,,,,
City of Champaign - Hill Street Parking Deck,123 W Hill St, east end of parking deck.",Champaign,IL,E,,,,4,,200-8,40.119235,-88.243915,2018-01-04,33921,
Discovery Center of Idaho,131 W Myrtle St,Boise,ID,83702,,Public,,2,,200-8,43.609048,-116.199508,2017-11-02,34106,2018-02-06 21:00:03 UTC,2017-04-20
Travis Park United Methodist Church,230 E Travis St,San Antonio,TX,78205,,Public,2,,,200-9,29.427561,-98.490133,2017-11-02,34829,2018-02-06 21:00:03 UTC,2009-07-15
City of Keizer,930 Chemawa Rd NE,Salem,OR,97303,,Public,4,,,200-9,44.996896,-123.019759,2017-03-03,34849,2018-02-06 21:00:03 UTC,2009-10-15
Oregon Department of Energy,625 Marion St NE,Salem,OR,97301,,Private,2,,,200-9,44.94345,-123.032702,2017-03-03,34850,2018-02-06 21:00:03 UTC,2008-10-15
North Carolina State University - Partners I Lot,1017 Main Campus Dr,Raleigh,NC,27606,,Public,,2,,200-8,35.769412,-78.677994,2017-09-06,34851,2018-02-06 21:00:03 UTC,2008-11-01
Shorenstein Realty,5500 SW Meadows Rd,Lake Oswego,OR,97035,,Public,4,,,200-9,45.417657,-122.73458,2017-07-06,34857,2018-02-06 21:00:03 UTC,2008-10-01
Stoller Vineyards & Winery,16161 NE McDougall Rd,Dayton,OR,97114,,Public,,2,,200-8,45.239084,-123.072385,2017-03-03,34863,2018-02-06 21:00:03 UTC,2008-05-15
PUBLIC STATIONS,1075 E 20th St,Chico,CA,95928,,Public,,2,,GPS,39.7241682,-121.8153986,2018-01-04,35143,2018-01-04 21:44:53 UTC,
Fairfield Transportation Center,2000 Cadenasso Dr,Fairfield,CA,94533,,Public,,,,200-9,38.248206,-122.068575,2017-05-04,35146,2018-02-06 21:00:03 UTC,2004-06-15
San Francisco City Hall,1 Dr Carlton B Goodlet Pl,San Francisco,CA,94102,,Private,1,1,,GPS,37.77913,-122.418,2017-08-02,35149,2018-02-06 21:00:03 UTC,2009-08-15
Sonoma County,2688 Ventura Ave,Santa Rosa,CA,95403,,Private,8,8,,GPS,38.46649551,-122.7237396,2017-05-04,35150,2018-02-06 21:00:03 UTC,2009-08-15
WALNUT CREEK,1625 Locust St,Walnut Creek,CA,94596,,Public,1,1,,GPS,37.900959,-122.0626373,2018-01-04,35154,2018-01-04 21:27:57 UTC,
WALNUT CREEK,1350 Locust St,Walnut Creek,CA,94596,,Public,1,1,,GPS,37.8981934,-122.0609665,2018-01-04,35156,2018-01-04 21:29:15 UTC,
SOLAR SOURCE,10840 Endeavour Way,Seminole,FL,33777,,Public,1,,,GPS,27.8699551,-82.7352295,2018-01-04,35159,2018-01-04 21:41:52 UTC,
MCDONALDS,1299 Kildaire Farm Rd
Cary,NC,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,35163,2018-01-09 05:29:13 UTC,,,,
METRO NASHVILLE,800 2nd Ave S
FULTON GARAGE 6; Located outside of Fulton Garage
FULTON GARAGE 4; First floor of garage NW corner
FULTON GARAGE 1; First floor of garage SW corner Employee use only
Nashville,TN,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,35165,2018-01-09 05:32:02 UTC,,,,
I-64 West Rest Stop,I-64 W and VA-155,New Kent,VA,23140,,Public,4,,,GPS,37.498704,-77.04348,2017-12-05,35168,2018-02-06 21:00:03 UTC,2009-09-22
LINCOLN CITY,1226 SW 50th St
Lincoln City,OR,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,35258,2018-01-09 06:27:45 UTC,,,,
IRON EAGLE TECH,4038 Main St
Elk Horn,IA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,35268,2018-01-09 05:30:10 UTC,,,,
New York Institute of Technology - Central Islip Solar Carport Station,300 Carleton Ave,Central Islip,NY,11722,,Private,1,,,GPS,40.771153,-73.193261,2017-05-04,35271,2018-02-06 21:00:03 UTC,2009-11-15
New York Institute of Technology - Old Westbury Solar Carport Station,Valentines Ln and Northern Blvd,Old Westbury,NY,11568,,Private,4,,,GPS,40.814019,-73.608978,2017-05-04,35272,2018-02-06 21:00:03 UTC,2009-11-15
OUC,100 W Anderson St
DCQC RELIABLE 1; Visitor Lot of OUC Reliable Plaza. Left of Entrance 
Orlando,FL,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,35284,2018-01-09 07:05:55 UTC,,,,
PUBLIC STATIONS,1221 Williamson St,Madison,WI,53703,,Public,,2,,GPS,43.0839795,-89.3630909,2018-01-04,35290,2018-01-04 21:31:52 UTC,
Haggen - Top Foods,1313 Cooper Point Rd SW,Olympia,WA,98502,,Public,2,,,200-8,47.035421,-122.938962,2017-06-02,35337,2018-02-06 21:00:03 UTC,2009-08-15
Rabobank - Salinas,1285 N Davis Rd,Salinas,CA,93907,,Public,,1,,GPS,36.70104,-121.6673,2017-06-02,35470,2018-02-06 21:00:03 UTC,2009-12-15
Cool Roof Store,575 Cooke St,Honolulu,HI,96813,,Public - Call ahead,,,,GPS,21.299654,-157.857132,2017-04-06,35473,2018-02-06 21:00:03 UTC,2009-12-15
DTE ENERGY,1 Energy Plaza
Detroit,MI,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,35477,2018-01-09 05:31:11 UTC,,,,
LBCC,Ellingson Rd SW
LBCC DUAL 3
LBCC DUAL 2
LBCC DUAL 1
LBCC DUAL 3
LBCC DUAL 2
LBCC DUAL 1
LBCC DUAL 3
Albany,OR,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,35480,2018-01-04 21:55:59 UTC,,,,
LINCOLN CITY,1601 NE 15th St,Lincoln City,OR,97367,,Public,1,1,,GPS,44.9760399,-124.0114594,2018-01-04,35481,2018-01-04 21:27:46 UTC,
CITY OF HOUSTON,8000 N Stadium Dr
N STADIUM 002; Located at level 4 of the parking garage
N STADIUM 005; Located at level 4 of the parking garage
N STADIUM 003; Located at level 4 of the parking garage
Houston,TX,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,35485,2018-01-09 05:30:19 UTC,,,,
ELEMENT HOTELS,3550 Interstate 635,Irving,TX,75063,,Public,1,,,GPS,32.9216728,-96.9954987,2018-01-04,35486,2018-01-04 21:41:52 UTC,
Oregon Health Sciences University,700 SW Campus Dr,Portland,OR,97239,,Public,4,,,200-9,45.498049,-122.686445,2017-03-03,35556,2018-02-06 21:00:03 UTC,2010-02-01
Oregon Electric Group,1709 SE 3rd Ave,Portland,OR,97214,,Private,4,,,200-9,45.510468,-122.66282,2017-06-02,35557,2018-02-06 21:00:03 UTC,2009-11-01
Home Depot,1551 Froom Ranch Way,San Luis Obispo,CA,93405,,Public,,2,,200-9,35.25184,-120.688904,2017-05-04,35560,2018-02-06 21:00:03 UTC,2000-04-15
San Luis Obispo Promenade - Bed Bath & Beyond,319 Madonna Rd,San Luis Obispo,CA,93401,,Public,,4,,GPS,35.25982,-120.676,2017-08-02,35561,2018-02-06 21:00:03 UTC,2000-04-15
New York State Energy Research Development Authority - Headquarters,17 Columbia Cir,Albany,NY,12203,,Private,2,,,200-9,42.70178,-73.858217,2017-04-06,35562,2018-02-06 21:00:03 UTC,2008-07-01
Saratoga Technology & Energy Park,10 Hermes Rd,Malta,NY,12020,,Private,2,,,200-9,42.971021,-73.773183,2017-06-02,35563,2018-02-06 21:00:03 UTC,2008-07-01
Central Hudson Gas & Electric,284 South Ave,Poughkeepsie,NY,12601,,Private,4,,,200-9,41.6888,-73.931899,2017-04-06,35564,2018-02-06 21:00:03 UTC,2009-10-01
Avista Corp,1411 E Mission Ave,Spokane,WA,99252,,Public,1,2,,GPS,47.673347,-117.388933,2018-01-04,35620,2018-02-06 21:00:03 UTC,2010-04-15
Steam Plant Grill,159 S Lincoln St,Spokane,WA,99201,,Public,,1,,200-8,47.654998,-117.425025,2018-01-04,35621,2018-02-06 21:00:03 UTC,2010-04-15
Greensavers,4 NW Franklin Ave,Bend,OR,97701,,Public,1,,,200-9,44.055932,-121.30747,2017-03-03,35727,2018-02-06 21:00:03 UTC,2010-06-15
Kum & Go #4110,2110 Guthrie Ave,Des Moines,IA,50317,,Public,,1,,200-9,41.61508,-93.578778,2017-04-06,35840,2018-02-06 21:00:03 UTC,2010-05-15
Kum & Go #570,5800 Northglenn Dr,Johnston,IA,50131,,Public,,1,,200-9,41.682764,-93.698308,2017-04-06,35841,2018-02-06 21:00:03 UTC,2010-05-15
Kwik Trip #465,9250 Springbrook Dr NW,Coon Rapids,MN,55433,,Public,1,,,200-9,45.137607,-93.273926,2017-06-02,35943,2018-02-06 21:00:03 UTC,2010-09-15
Rabobank - Tesla,1554 S Broadway St,Santa Maria,CA,93454,,Public,,1,,200-9,34.932095,-120.435924,2017-05-04,35994,2018-02-06 21:00:03 UTC,2009-12-15
CARCHARGING,1300 NW 17th Ave,Delray Beach,FL,33445,,Public,1,1,,GPS,26.4783001,-80.0895004,2018-01-04,35995,2018-01-04 21:35:23 UTC,
OUC,400 S Orange Ave,Orlando,FL,32801,,Public,,1,,GPS,28.5379089,-81.3788089,2018-01-04,35996,2018-01-04 21:42:40 UTC,
HALFPRICE BOOKS,5801 E Northwest Hwy,Dallas,TX,75231,,Public,1,1,,GPS,32.8657913,-96.7641678,2018-01-04,36287,2018-01-04 21:35:23 UTC,
City of Little Rock,900 W Capitol Ave,Little Rock,AR,72201,,Private,2,2,,GPS,34.74555969,-92.28119659,2017-04-06,36342,2018-02-06 21:00:03 UTC,2014-04-25
TUCSON RENTAL,9855 E Speedway Blvd,Tucson,AZ,85748,,Public,1,1,,GPS,32.2361565,-110.7817917,2018-01-04,36343,2018-01-04 21:28:09 UTC,
SOUTHCOASTPLAZA,3333 Bear St
SCP WEST 03; Stations are on the Lower Level in the parking garage by the Crate and Barrel entrance.
Costa Mesa,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,36345,2018-01-09 05:56:42 UTC,,,,
MARTINEZ CA,680 Court St,Martinez,CA,94553,,Public,1,1,,GPS,38.0184746,-122.1345444,2018-01-04,36347,2018-01-04 21:28:20 UTC,
VICEROYSNOWMASS,400 Wood Rd,Aspen,CO,81611,,Public,1,1,,GPS,39.2075854,-106.9486113,2018-01-04,36351,2018-01-04 21:28:09 UTC,
UNIV. OF COLO,Kittredge Loop Dr,Boulder,CO,80305,,Public,1,1,,GPS,40.0011292,-105.263031,2018-01-04,36352,2018-01-04 21:41:52 UTC,
Hyatt Regency Denver,650 15th St, level 2",Denver,CO,E,,,4,,,200-9,39.743972,-104.993013,2017-12-05,36353,
Whole Foods Market,150 Ledge Rd,Darien,CT,06820,,Public,2,,,200-9,41.072642,-73.476073,2017-04-06,36355,2018-02-06 21:00:03 UTC,2010-05-19
Control Module Industries,89 Phoenix Ave,Enfield,CT,06082,,Private,,2,,200-9,41.981919,-72.581362,2017-08-02,36356,2018-02-06 21:00:03 UTC,2009-06-15
MILLENNIUM GRGS,5 S Columbus Dr, Turn Left",Chicago,IL,E,,,1,,http://www.chargepoint.com/,GPS,41.8824425,-87.6204453,2018-01-04,36361,
ARUNDEL MILLS,7522 Teague Rd,Hanover,MD,21076,,Public,1,,,GPS,39.1559067,-76.7172165,2018-01-04,36363,2018-01-04 21:45:42 UTC,
DRP LLC,8325 Six Forks Rd, Next to the Elevator
 Next to the Elevator",Raleigh,27615,,888-758-4389,24 hours daily,,,,ChargePoint Network,-78.649112,2018-01-04,36365,2018-01-09 07:24:03 UTC,,,
Element Hotels - Ewing,1000 Sam Weinroth Rd,Ewing,NJ,08628,,Public,,1,,GPS,40.27801132,-74.82046509,2017-07-06,36368,2018-02-06 21:00:03 UTC,2010-05-15
Lane Community College,4000 E 30th Ave,Eugene,OR,97405,,Public,,,20,,,200-9,44.014022,-123.032935,2017-03-03,
CARDISFURNITURE,1681 Quaker Ln,West Warwick,RI,02893,,Public,1,1,,GPS,41.6702347,-71.5001144,2018-01-04,36374,2018-01-04 21:27:43 UTC,
WHOLE FOODS MKT,525 N Lamar Blvd,Austin,TX,78703,,Public,1,1,,GPS,30.2711792,-97.7537842,2018-01-04,36375,2018-01-04 21:28:09 UTC,
BROOKFIELD PROP,1600 Smith St
Houston,TX,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,36377,2018-01-09 06:15:17 UTC,,,,
BROOKFIELD PROP,300 Clay St,Houston,TX,77002,,Public,1,1,,GPS,29.7571125,-95.3731689,2018-01-04,36378,2018-01-04 21:41:52 UTC,
City of Houston Fleet,1205 Dart St,Houston,TX,77007,,Private,2,,,GPS,29.76948166,-95.36944,2017-11-02,36383,2018-02-06 21:00:03 UTC,2010-06-15
CITY OF HOUSTON,3915 Rustic Woods Dr,Houston,TX,77339,,Public,1,,,GPS,30.0546093,-95.1882629,2018-01-04,36385,2018-01-04 21:41:52 UTC,
OPALCO,469 Market St,Eastsound,WA,98245,,Public,1,1,,GPS,48.6950989,-122.9040985,2018-01-04,36388,2018-01-04 21:28:19 UTC,
OPALCO,162 Weeks Rd,Lopez Island,WA,98261,,Public,1,1,,GPS,48.5250015,-122.9152985,2018-01-04,36390,2018-01-04 21:29:15 UTC,
SUQUAMISH MASI,16285 Washington 305
Poulsbo,WA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,36391,2018-01-09 05:29:25 UTC,,,,
Hudson Valley Community College - TEC-SMART Building,345 Hermes Rd,Malta,NY,12020,,Public,1,,,GPS,42.97167,-73.774182,2017-06-02,36532,2018-02-06 21:00:03 UTC,2010-10-15
Rabobank - Goleta,5956 Calle Real,Goleta,CA,93117,,Public,,1,,200-9,34.441615,-119.829584,2017-05-04,36610,2018-02-06 21:00:03 UTC,2010-07-15
INTERPARK,17 E Adams St
Chicago,IL,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,36611,2018-01-09 05:30:23 UTC,,,,
INTERPARK,211 W Adams St
Chicago,IL,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,36613,2018-01-09 05:44:33 UTC,,,,
INTERPARK,230 W Washington St,Chicago,IL,60606,,Public,,2,,GPS,41.8834035,-87.635081,2018-01-04,36614,2018-01-04 21:33:50 UTC,
INTERPARK,20 E Randolph St
Chicago,IL,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,36615,2018-01-09 05:30:23 UTC,,,,
INTERPARK,177 N Wells St,Chicago,IL,60606,,Public,1,1,,GPS,41.8852234,-87.6337509,2018-01-04,36617,2018-01-04 21:29:47 UTC,
INTERPARK,50 E Ohio St
Chicago,IL,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,36619,2018-01-09 05:30:22 UTC,,,,
City of Spartanburg - Municipal Parking Garage,100 Dunbar St,Spartanburg,SC,29306,,Public,,2,,200-9,34.949794,-81.932583,2017-07-06,36709,2018-02-06 21:00:03 UTC,2010-12-15
City of Spartanburg - Municipal Parking Garage,130 E Saint John St,Spartanburg,SC,29306,,Public,,2,,200-8,34.951926,-81.931714,2017-07-06,36710,2018-02-06 21:00:03 UTC,2010-12-15
Union Town Hall,101 Sharpe Ave,Union,SC,29379,,Public,,2,,200-9,34.715709,-81.624588,2017-06-02,36711,2018-02-06 21:00:03 UTC,2010-12-15
General Electric,3135 Easton Turnpike,Fairfield,CT,06828,,Private,,1,,200-9,41.21973,-73.253398,2017-04-06,36920,2018-02-06 21:00:03 UTC,2011-02-15
Whole Foods Market,350 Grasmere Ave,Fairfield,CT,06824,,Public,,2,,GPS,41.157196,-73.241898,2017-04-06,36923,2018-02-06 21:00:03 UTC,2011-06-01
Propark America - Omni Hotel Chapel Square Garage,155 Temple St,New Haven,CT,06510,,Public,2,2,,200-9,41.305835,-72.927503,2017-06-02,36924,2018-02-06 21:00:03 UTC,2010-12-15
Air Rights Garage,60 York St,New Haven,CT,06511,,Public,,3,,200-9,41.305197,-72.934048,2017-07-06,36925,2018-02-06 21:00:03 UTC,2011-05-27
City of New Haven - Temple Street Garage,1 Temple St,New Haven,CT,06510,,Public,,3,,200-8,41.303362,-72.929331,2017-07-06,36926,2018-02-06 21:00:03 UTC,2011-05-06
City of New Haven - Union Station Garage,50 Union Ave,New Haven,CT,06511,,Public,,2,,200-9,41.297748,-72.927007,2017-07-06,36927,2018-02-06 21:00:03 UTC,2011-05-06
Propark - Water Street Garage,161 Water St,New London,CT,06320,,Public,8,4,,200-8,41.356472,-72.094412,2018-01-04,36928,2018-02-06 21:00:03 UTC,2013-07-01
Norwich Public Utilities,157 N Main St,Norwich,CT,06360,,Public - Credit card at all times,,4,,200-9,41.527407,-72.064496,2017-12-05,36930,2018-02-06 21:00:03 UTC,2012-05-01
Town of Westport - Westport Metro North,1 Railroad Pl,Westport,CT,06880,,Public,4,1,,200-8,41.119291,-73.369266,2017-04-06,36931,2018-02-06 21:00:03 UTC,2012-09-01
Executive Valet Parking - Bradley International Airport,1186 South St,Suffield,CT,06078,,Public,,3,,200-9,41.956189,-72.6645,2017-08-02,36932,2018-02-06 21:00:03 UTC,2011-12-15
City of Sarasota - Palm Avenue Parking Garage,1289 N Palm Ave,Sarasota,FL,34236,,Public,,4,,200-9,27.336098,-82.54447,2017-09-06,36933,2018-02-06 21:00:03 UTC,2011-03-15
MEIJER STORES,3565 Fairlane Dr
Allen Park,MI,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,36935,2018-01-09 07:16:28 UTC,,,,
MEIJER STORES,746 E 16th St
Holland,MI,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,36937,2018-01-09 05:29:12 UTC,,,,
DTE ENERGY,6545 Mercantile Way,Lansing Charter Township,MI,48911,,Public,1,1,,GPS,42.6636848,-84.5352173,2018-01-04,36938,2018-01-04 21:28:08 UTC,
OLD TOWN DECK,125 E 8th St
3RD FLOOR; Located on the  3rd floor of the old town parking deck
Traverse City,MI,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,36941,2018-01-09 05:30:19 UTC,,,,
MEIJER STORES,29377-29625 Mound Rd,Warren,MI,48092,,Public,1,1,,GPS,42.5090141,-83.0488281,2018-01-04,36943,2018-01-04 21:29:47 UTC,
EDISONPARKFAST,451 9th Ave
New York,NY,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,36945,2018-01-09 06:15:05 UTC,,,,
CIT,2214 Rock Hill Rd,Herndon,VA,20170,,Public,1,1,,GPS,38.9642906,-77.4203949,2018-01-04,36948,2018-01-04 21:28:08 UTC,
GATEWAYKENOSHA,4940 88th Ave,Kenosha,WI,53144,,Public,1,1,,GPS,42.59132,-87.9144897,2018-01-04,36949,2018-01-04 21:28:40 UTC,
PUBLIC STATIONS,1611 Aspen Commons,Middleton,WI,53562,,Public,,2,,GPS,43.0912292,-89.5288403,2018-01-04,36951,2018-01-04 21:31:47 UTC,
Georgia Power Headquarters - Visitor Parking,241 Ralph McGill Blvd,Atlanta,GA,30308,,Public,,2,,GPS,33.763819,-84.38023,2017-06-02,36973,2018-02-06 21:00:03 UTC,2016-01-01
Spinx #149,1619 Decker Blvd,Columbia,SC,29206,,Public - Credit card at all times,1,1,,200-9,34.042396,-80.938875,2017-06-02,37056,2018-02-06 21:00:03 UTC,2010-12-15
